name,price,speed,modules,color,cas_latency
Corsair Vengeance RGB 32 GB,102.99,"5,5200","2,16",Black,40
Corsair Vengeance RGB 32 GB,118.99,"5,5600","2,16",Black,36
PNY XLR8 Gaming MAKO EPIC-X RGB 32 GB,162.28,"5,6000","2,16",Black,40
Patriot Viper 4 Blackout 16 GB,40.99,"4,3600","2,8",Black,18
Kingston Server Premier 32 GB,167,"5,5200","1,32",Green / Black,42
G.Skill Ripjaws M5 RGB 96 GB,319.99,"5,6400","2,48",Black,32
Patriot Viper Venom RGB 64 GB,164.99,"5,5600","2,32",Black / White,40
Silicon Power XPOWER Turbine RGB 16 GB,44.99,"4,3200","2,8",Silver / Black,16
Corsair Vengeance LPX 64 GB,164.64,"4,3000","4,16",Black,16
Corsair Vengeance LPX 8 GB,36.99,"4,2400","1,8",Black / Yellow,14
G.Skill Trident Z5 RGB 48 GB,189.99,"5,7600","2,24",Black,38
Crucial CT2K64G56C46S5 128 GB,279.99,"5,5600","2,64",Black,46
TEAMGROUP T-Force Delta RGB 32 GB,112.99,"5,6800","2,16",Black / Silver,34
Corsair Dominator Platinum RGB 32 GB,157.99,"4,4000","2,16",Black,18
Kingston FURY Beast 64 GB,189.99,"4,3200","4,16",Black,16
Kingston Server Premier 16 GB,109.99,"5,5200","1,16",Green / Black,42
Kingston ValueRAM 4 GB,14.76,"4,3200","1,4",Green,22
Kingston Fury Renegade RGB 32 GB,156.99,"5,6000","2,16",Silver / Black,32
Kingston FURY Renegade 48 GB,216.61,"5,6400","1,48",Silver / Black,32
G.Skill Flare X5 128 GB,389.99,"5,6000","2,64",Black,36
Patriot Viper Venom RGB 64 GB,184.99,"5,6000","2,32",Black / White,36
ADATA XPG LANCER RGB 64 GB,331.64,"5,6400","2,32",White,32
TEAMGROUP T-Force Xtreem 48 GB,181.99,"5,7200","2,24",Pink,34
Corsair Vengeance RGB 64 GB,319.99,"5,6400","4,16",Black / Gray,32
Kingston FURY Beast 32 GB,248.8,"5,6400","1,32",Black,32
Corsair Dominator Platinum RGB 32 GB,184.99,"5,6600","2,16",Black,32
Patriot Viper Steel RGB 16 GB,51.99,"4,3200","2,8",Black,18
Kingston FURY Beast RGB 16 GB,54.56,"5,5200","1,16",Black,36
Kingston KVR1333D3N9/4G 4 GB,21.22,"3,1333","1,4",Green,9
Corsair Dominator Platinum RGB 32 GB,173.99,"5,6000","2,16",White,36
G.Skill Ripjaws X 32 GB,98.37,"3,1600","4,8",Black / Blue,9
G.Skill Trident Z5 Royal 48 GB,219.99,"5,8000","2,24",Silver,40
Corsair Vengeance RGB Pro 16 GB,82.99,"4,2666","2,8",Black,16
Thermaltake TOUGHRAM RGB 16 GB,113.79,"4,3200","2,8",White / Silver,16
G.Skill Trident Z Neo 256 GB,817.87,"4,3200","8,32",Black / Silver,16
Corsair Dominator Platinum RGB 32 GB,171.99,"5,6000","2,16",Black,30
Patriot Viper Elite II 16 GB,39.99,"4,3200","1,16",Red / Black,18
Corsair Vengeance RGB 64 GB,209.99,"5,6000","2,32",White / Black,40
Kingston FURY Beast 128 GB,525.32,"4,3200","4,32",Black,16
Timetec PINNACLE Konduit 16 GB,30.99,"4,3200","1,16",White,16
Crucial CT32G4RFD432A 32 GB,64.98,"4,3200","1,32",Green / Black,22
G.Skill Aegis 8 GB,39,"4,2133","1,8",Black / Red,15
Corsair Vengeance RGB 32 GB,164.99,"5,7000","2,16",Black,36
Kingston ValueRAM 4 GB,32.29,"2,800","2,2",Green,6
Kingston Server Premier 64 GB,388.23,"4,2666","1,64",,19
TEAMGROUP T-Force Delta RGB 32 GB,137.99,"5,7600","2,16",White / Silver,36
Kingston FURY Beast 16 GB,69.45,"5,6000","1,16",White,30
G.Skill Trident Z5 RGB 48 GB,249.99,"5,8200","2,24",White / Black,40
Patriot Viper Steel 32 GB,79.98,"4,3200","1,32",Gray,16
Kingston FURY Beast 64 GB,265.41,"5,6400","2,32",Black,32
Crucial CT8G4DFS8266 8 GB,19.5,"4,2666","1,8",Green / Black,19
Corsair Dominator Platinum RGB 32 GB,142.55,"4,3600","2,16",Black,18
Patriot Viper Elite II 16 GB,41.99,"4,3600","1,16",Red / Black,20
Corsair Vengeance 64 GB,308.99,"5,6400","4,16",Black / Gray,32
Crucial Ballistix Sport 16 GB,99.97,"3,1600","2,8",Black / Silver,9
Kingston FURY Beast RGB 8 GB,40.17,"5,5600","1,8",Black,40
Crucial CT2K4G4DFS8266 8 GB,73.48,"4,2666","2,4",Green,19
G.Skill Trident Z5 64 GB,190,"5,6000","2,32",Black / Silver,32
G.Skill Trident Z Neo 64 GB,164.99,"4,3200","2,32",Black / Silver,16
Corsair Vengeance 32 GB,84.99,"5,4800","2,16",Black / White,40
Corsair Vengeance 48 GB,173.92,"5,6400","2,24",Black / Gray,36
Kingston FURY Beast RGB 32 GB,99.99,"5,6400","2,16",White,32
Corsair Dominator Platinum RGB 32 GB,171.99,"5,6000","2,16",Black,30
ADATA XPG CASTER RGB 32 GB,474.95,"5,6400","2,16",Black / Silver,40
PNY XLR8 Gaming EPIC-X RGB 8 GB,33.36,"4,3200","1,8",Black,16
Corsair Dominator Titanium 64 GB,339.99,"5,6000","4,16",Black,36
G.Skill Trident Z Neo 32 GB,479.82,"4,3600","2,16",Black / Silver,14
G.Skill Trident Z5 Neo RGB 96 GB,229.99,"5,5600","2,48",Black,40
TEAMGROUP T-Force Vulcan 64 GB,165.99,"5,6000","2,32",Black,38
TEAMGROUP Xtreem 32 GB,154.99,"5,7600","2,16",Black,36
G.Skill Ripjaws V 64 GB,171.52,"4,3600","4,16",Black,16
TEAMGROUP T-Force Delta RGB 48 GB,209.99,"5,7600","2,24",White,36
Kingston FURY Renegade Pro 256 GB,2171.44,"5,6800","8,32",Black,34
Corsair Vengeance RGB Pro SL 32 GB,134.41,"4,3200","2,16",Black,16
G.Skill Trident Z5 RGB 48 GB,169.99,"5,6800","2,24",Black,34
Corsair Vengeance LPX 16 GB,79.98,"4,4000","2,8",Black / Yellow,19
Patriot Signature Premium 8 GB,27.99,"4,2666","1,8",Black,19
Kingston ValueRAM 16 GB,43.95,"4,3200","1,16",,22
Crucial CT2KIT12864BA160B 2 GB,995,"3,1600","2,1",Black / Green,11
G.Skill Trident Z RGB 96 GB,442.75,"5,6400","2,48",Silver / Black,32
Corsair Vengeance RGB 64 GB,275.99,"5,6200","2,32",Black / Silver,32
Kingston ValueRAM 32 GB,67.59,"4,3200","1,32",,22
TEAMGROUP Elite Plus 16 GB,39.99,"5,4800","2,8",Black,40
Patriot Signature Line 16 GB,48.98,"5,4800","2,8",Black,40
Corsair Vengeance LPX 8 GB,36.99,"4,2666","1,8",Black / Yellow,16
Crucial CT2K8G4DFS8266 16 GB,36.5,"4,2666","2,8",Green,19
Kingston Server Premier 32 GB,158.55,"4,2666","1,32",,19
Corsair Vengeance RGB Pro SL 32 GB,143.26,"4,4000","2,16",Black,18
G.Skill Ripjaws S5 64 GB,159.99,"5,5600","2,32",Black,36
Corsair Vengeance LPX 16 GB,73.98,"4,2666","2,8",Black,16
Kingston FURY Beast RGB 32 GB,146.63,"5,5600","1,32",Black,36
Kingston FURY Beast 16 GB,56.99,"4,3600","1,16",Black,18
Kingston ValueRAM 8 GB,25.71,"4,2400","1,8",Green,17
Kingston Server Premier 64 GB,276.82,"4,2666","1,64",,19
V-Color XSky RGB 32 GB,164.99,"5,6000","2,16",Black,36
Kingston FURY Beast RGB 64 GB,335.44,"5,6000","2,32",Black,30
Corsair Dominator Platinum RGB 32 GB,140.99,"5,5200","2,16",White,40
Kingston FURY Beast 64 GB,259.99,"5,6400","2,32",White,32
Corsair Vengeance 32 GB,110.99,"5,5600","2,16",White / Gray,40
TEAMGROUP T-Force Vulcan Z 16 GB,66.15,"4,3200","1,16",Gray,16
Corsair Dominator Platinum RGB 64 GB,243.99,"4,3200","4,16",Black,16
Crucial Ballistix Sport 8 GB,39,"4,2400","1,8",Gray / Silver,16
G.Skill Trident Z5 Neo RGB 32 GB,164.99,"5,8000","2,16",Silver / Black,38
TEAMGROUP T-Force Vulcan 64 GB,185.99,"5,6400","2,32",Black,34
Corsair Vengeance RGB 64 GB,189.9,"5,5600","2,32",White / Gray,40
G.Skill Flare X 32 GB,95.52,"4,3200","2,16",Black,16
Kingston FURY Beast 32 GB,422.19,"5,6000","2,16",Black,40
G.Skill Trident Z RGB 64 GB,455.03,"4,3200","4,16",Black,16
Patriot Viper Steel RGB 8 GB,24.99,"4,3200","1,8",Black,18
G.Skill Ripjaws 32 GB,82.99,"5,4800","2,16",Black / Silver,34
Corsair Vengeance RGB RS 64 GB,184.12,"4,3200","2,32",Black / Gray,16
G.Skill Ripjaws S5 64 GB,204.99,"5,6000","2,32",Black,32
TEAMGROUP T-Force Vulcan 32 GB,126.46,"5,5600","2,16",Black,32
G.Skill Trident Z5 Neo 128 GB,404.99,"5,6000","2,64",Black,36
Corsair Vengeance LPX 16 GB,47.99,"4,2666","2,8",White,16
G.Skill Ripjaws V 16 GB,39.99,"4,3000","2,8",Red / Black,16
G.Skill Aegis 16 GB,35.99,"4,2666","1,16",Black / Red,19
Corsair Vengeance RGB 48 GB,188.99,"5,6400","2,24",Black,36
G.Skill Trident Z5 RGB 64 GB,290.85,"5,5600","2,32",Black,36
Corsair Vengeance RGB Pro 16 GB,96.99,"4,3000","2,8",Black,15
Kingston Server Premier 64 GB,313.99,"4,3200","1,64",,22
Corsair Vengeance RGB Pro SL 32 GB,109.99,"4,3600","2,16",Black,18
TEAMGROUP Xtreem ARGB 32 GB,189.99,"5,7600","2,16",Black,36
Corsair Vengeance LPX 16 GB,73.98,"4,2400","2,8",Black / Yellow,14
TEAMGROUP Xtreem ARGB 32 GB,199.99,"5,8000","2,16",Black,38
Patriot Viper Venom RGB 32 GB,98.99,"5,6400","2,16",Black / White,40
G.Skill Trident X 32 GB,184.7,"3,2400","4,8",Black / Red,10
Lexar Ares RGB 2nd Gen 48 GB,209.99,"5,8000","2,24",Black,40
TEAMGROUP Elite 16 GB,50.99,"5,5200","2,8",Black,42
Corsair Vengeance 8 GB,84.75,"3,1600","2,4",Black / Blue,9
Corsair CMV8GX4M1A2133C15 8 GB,34.99,"4,2133","1,8",Black,15
G.Skill Ripjaws V 8 GB,23.99,"4,2666","1,8",Red / Black,19
G.Skill NS 4 GB,19.05,"3,1600","1,4",Black,11
Kingston ValueRAM 32 GB,104.65,"5,5600","1,32",Green / Black,46
PNY Performance 16 GB,207.78,"5,4800","1,16",Black,40
ADATA XPG LANCER NEON RGB 32 GB,157.21,"5,6400","2,16",Black,32
Corsair Vengeance LPX 32 GB,81.76,"4,2666","1,32",Black / Yellow,16
G.Skill Trident Z Neo 32 GB,89.99,"4,3200","2,16",Silver / Black,16
TEAMGROUP T-Force Delta RGB 32 GB,92.99,"5,6200","2,16",Black,38
TEAMGROUP T-Force Delta RGB 16 GB,61.06,"4,3200","2,8",White,16
Crucial CT8G4DFS832A 8 GB,28.76,"4,3200","1,8",Green / Black,22
G.Skill Trident Z5 RGB 48 GB,209.99,"5,8000","2,24",White / Black,40
Corsair Vengeance RGB RS 16 GB,64.23,"4,3600","2,8",Black / Gray,18
Corsair Vengeance RGB Pro 8 GB,52.99,"4,3200","1,8",Black,16
Corsair Vengeance RGB RT 32 GB,94.99,"4,3600","2,16",White / Black,18
Corsair Vengeance RGB 96 GB,262.99,"5,5200","2,48",Black,38
Silicon Power XPOWER Storm RGB 64 GB,169.99,"5,6000","2,32",Gold,38
TEAMGROUP Xtreem ARGB 48 GB,249.99,"5,8000","2,24",Black,38
TEAMGROUP T-Force Delta RGB 32 GB,102.99,"5,5600","2,16",White,32
Kingston FURY 32 GB,102.42,"5,5600","1,32",White,40
G.Skill Trident Z5 Royal 48 GB,214.99,"5,7200","2,24",Gold,36
TEAMGROUP Elite 16 GB,36.99,"4,2666","1,16",Black,19
Kingston FURY Beast RGB 32 GB,279,"5,6000","2,16",Black,40
Kingston Fury Renegade RGB 32 GB,239.96,"5,8000","2,16",Silver / Black,38
Crucial CT2K4G4DFS824A 8 GB,29.99,"4,2400","2,4",Green,17
Patriot Signature Line 16 GB,41.99,"4,3200","1,16",,22
Timetec PINNACLE Konduit 32 GB,49.99,"4,3600","1,32",White,18
ADATA XPG LANCER RGB 32 GB,124.99,"5,5600","2,16",Black,36
Crucial CT32G48C40S5 32 GB,74.99,"5,4800","1,32",Black,40
TEAMGROUP T-Force Delta RGB 48 GB,214.99,"5,8000","2,24",Black,38
TEAMGROUP T-Force Delta RGB 32 GB,149.99,"5,7800","2,16",Black / Silver,38
Kingston Server Premier 8 GB,59.95,"4,3200","1,8",,22
Corsair Dominator Platinum RGB 32 GB,146.99,"5,6000","2,16",,36
Kingston FURY 64 GB,229.59,"5,6000","2,32",White,36
Corsair Vengeance RGB Pro 32 GB,140.99,"4,2666","2,16",Black,16
Kingston FURY Beast 32 GB,134.63,"5,6000","1,32",Black,30
Corsair Vengeance LP 16 GB,79.98,"3,1600","2,8",Black / Yellow,10
Corsair Vengeance 32 GB,114.99,"5,6600","2,16",Black / Silver,38
Corsair Vengeance LPX 32 GB,147.99,"4,2666","4,8",Black / Yellow,16
TEAMGROUP T-Force Vulcan 16 GB,52.99,"5,5200","2,8",Black,40
V-Color TD48G26S819-VC 8 GB,18.98,"4,2666","1,8",Black,19
G.Skill Ripjaws V 8 GB,68,"4,3200","2,4",Black,16
Crucial CT102464BA160B 8 GB,18,"3,1600","1,8",Green,11
G.Skill Trident Z5 RGB 32 GB,119.99,"5,6000","2,16",White / Black,30
Crucial CT2K24G56C46S5 48 GB,106.99,"5,5600","2,24",Black,46
Crucial CT48G56C46S5 48 GB,101.99,"5,5600","1,48",Black,46
Crucial CT8G48C40S5 8 GB,20.99,"5,4800","1,8",Black,40
G.Skill Trident Z5 RGB 32 GB,193.82,"5,7800","2,16",Silver / Black,36
Crucial CT2K102464BD186D 16 GB,29.29,"3,1866","2,8",Green / Black,13
G.Skill Trident Z5 RGB 32 GB,165.44,"5,6600","2,16",Black,34
Kingston FURY Beast RGB 16 GB,60.78,"5,5600","1,16",Black,36
G.Skill NT 4 GB,30.03,"4,2133","1,4",Black,15
Kingston FURY Renegade 16 GB,157.99,"5,7200","1,16",White / Silver,38
G.Skill Trident Z5 RGB 48 GB,194.99,"5,7200","2,24",White / Black,36
Kingston KSM48E40BD8KM-32HM 32 GB,249.99,"5,4800","1,32",Green,40
TEAMGROUP Elite 16 GB,50.99,"5,6000","1,16",Black,48
Kingston FURY Beast RGB 16 GB,98.26,"5,6000","1,16",White,30
Kingston FURY Beast 32 GB,99.56,"5,5600","1,32",Black / Silver,36
ADATA AD5U480016G-DT 32 GB,139.87,"5,4800","2,16",Black,40
Klevv CRAS XR5 RGB 32 GB,177.88,"5,7200","2,16",White / Black,36
TEAMGROUP T-Create Classic 64 GB,114.99,"4,3200","2,32",Silver,22
G.Skill Trident Z5 Neo RGB 48 GB,109.99,"5,5600","2,24",Black,40
Patriot Viper 3 16 GB,25.99,"3,1600","2,8",Black / Silver,10
Corsair Vengeance LPX 64 GB,248.99,"4,2400","4,16",Black / Yellow,14
G.Skill Trident Z Neo 16 GB,54.99,"4,3600","2,8",Black / Silver,18
Corsair Vengeance 32 GB,137.99,"5,6200","2,16",Black / Silver,32
G.Skill Aegis 16 GB,64.5,"4,2133","2,8",Black / Red,15
Corsair Vengeance RGB RT 16 GB,72.98,"4,3600","2,8",Black,16
TEAMGROUP T-Force Vulcan Z 8 GB,41.48,"4,3200","1,8",Gray,16
Kingston HyperX Fury 64 GB,399,"4,3600","2,32",Black / Silver,18
Kingston KTD-PE421/8G 8 GB,19.89,"4,2133","1,8",Green,15
Crucial CT2K16G4DFD8266 32 GB,72,"4,2666","2,16",Green / Black,19
Corsair Vengeance 32 GB,107.17,"5,5600","2,16",Black / Gray,40
Kingston FURY 32 GB,121.99,"5,5600","2,16",White,40
Kingston FURY Beast 32 GB,187,"5,6400","2,16",Black,32
G.Skill Trident Z Neo 16 GB,54.99,"4,3200","2,8",Silver / Black,16
Patriot Viper Elite II 8 GB,29.94,"4,3200","1,8",Red / Black,18
Kingston FURY Beast RGB 64 GB,379.48,"5,6000","2,32",Black,40
Kingston KVR1333D3/2GR 2 GB,22.1,"3,1333","1,2",Green,9
Patriot PSD34G160081 4 GB,13.98,"3,1600","1,4",Green,11
Corsair Vengeance LPX 8 GB,45.99,"4,3600","1,8",Black,18
Corsair Dominator Platinum RGB 64 GB,379.99,"5,6400","4,16",Black,32
TEAMGROUP T-Force Vulcan 64 GB,185.99,"5,6400","2,32",Red,34
Patriot Viper Steel RGB 64 GB,129.99,"4,3200","2,32",Black,18
G.Skill Ripjaws V 16 GB,109.94,"4,3200","2,8",Black,16
Patriot Viper Venom RGB 64 GB,154.99,"5,5200","2,32",Black / White,40
G.Skill Ripjaws S5 48 GB,174.99,"5,6800","2,24",Black,34
Kingston FURY Beast 64 GB,291.92,"4,3600","4,16",Black,18
G.Skill Ripjaws X 16 GB,64.19,"3,2400","2,8",Black / Blue,11
Lexar Ares RGB 32 GB,223.43,"5,7200","2,16",Black / Silver,34
Patriot Viper Steel RGB 32 GB,91.99,"4,3200","2,16",Black,18
Kingston FURY Beast 16 GB,80.6,"5,5200","1,16",Black,36
Kingston FURY 16 GB,64.37,"5,5200","1,16",White,40
Kingston Fury Beast RGB Special Edition 8 GB,29.99,"4,3200","1,8",White,16
Timetec PINNACLE Konduit 8 GB,17.99,"4,3200","1,8",White,16
TEAMGROUP T-Force Delta RGB Eco 32 GB,97.99,"5,6400","2,16",Silver,38
G.Skill Ripjaws V 64 GB,216.6,"4,3600","2,32",Black,16
OLOy WarHawk RGB 16 GB,45.99,"4,3600","2,8",Black / White,18
G.Skill Trident Z5 Royal 48 GB,259.99,"5,8000","2,24",Gold,40
TEAMGROUP T-Force Xtreem 48 GB,199.99,"5,7600","2,24",Pink,36
Corsair Vengeance RGB Pro 64 GB,415.45,"4,3000","4,16",White,15
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,139.98,"4,3600","2,8",Black,18
ADATA XPG LANCER RGB 32 GB,173.29,"5,6400","2,16",Black,32
TEAMGROUP T-Force Vulcan 32 GB,94.49,"5,6400","2,16",Red,32
G.Skill Trident Z Neo 128 GB,329.99,"4,3200","4,32",Black / Silver,16
Corsair Vengeance 64 GB,275.99,"5,6200","2,32",Black / Gray,32
TEAMGROUP T-Create Expert 32 GB,89.99,"5,6400","2,16",White,40
Kingston FURY Beast RGB 8 GB,48.17,"5,6000","1,8",Black,30
G.Skill Trident Z5 32 GB,92.99,"5,5600","2,16",Black,36
Corsair Vengeance RGB Pro 16 GB,103.99,"4,3600","2,8",Black,18
Kingston FURY 64 GB,280.31,"5,5200","4,16",White,40
Kingston Fury Renegade RGB 64 GB,274.99,"5,6400","2,32",Silver / White,32
Corsair Vengeance LPX 4 GB,21.51,"4,2400","1,4",Black / Yellow,15
G.Skill Trident Z 16 GB,69.34,"4,3200","2,8",Red / Silver,16
G.Skill Aegis 8 GB,22.55,"4,2400","1,8",Black / Red,15
PNY XLR8 32 GB,119.99,"4,3200","2,16",Black / Red,16
TEAMGROUP Elite 4 GB,16.52,"3,1600","1,4",Black,11
Corsair Vengeance RGB 64 GB,179.97,"5,5600","2,32",Black / Gray,40
G.Skill Trident Z Neo 128 GB,339.99,"4,3600","4,32",Silver / Black,18
Corsair Vengeance RGB 32 GB,124,"5,6000","2,16",Black / Gray,36
Corsair Vengeance RGB 48 GB,179.99,"5,7000","2,24",Black,40
Corsair Vengeance 64 GB,177.99,"5,5600","2,32",White / Gray,40
Kingston Server Premier 16 GB,69.98,"4,2666","1,16",,19
Corsair Dominator Titanium 48 GB,239.99,"5,7000","2,24",Black,36
Thermaltake TOUGHRAM XG RGB 64 GB,554.98,"4,4000","2,32",White / Silver,19
V-Color TRA548G70D834Q 192 GB,1869.99,"5,7000","4,48",White,34
Crucial CT64G56C46S5 64 GB,156.99,"5,5600","1,64",Black,46
Corsair Vengeance LPX 64 GB,158.36,"4,3000","2,32",Black / Yellow,16
G.Skill Ripjaws S5 64 GB,159.99,"5,5600","2,32",Black,36
G.Skill Trident Z RGB 16 GB,135.71,"4,3600","2,8",Black,16
G.Skill Ripjaws V 16 GB,36.99,"4,2400","2,8",Red,17
Kingston FURY Beast 16 GB,80.37,"5,6400","1,16",Black,32
Kingston Fury Renegade RGB 32 GB,114.61,"5,6400","1,32",Silver / Black,32
Kingston FURY Beast RGB 32 GB,188.99,"5,6000","1,32",Black,30
G.Skill Ripjaws M5 RGB 64 GB,209.99,"5,6000","2,32",White,32
Corsair Vengeance 32 GB,143.99,"5,6400","2,16",Black,32
G.Skill Trident Z Royal 32 GB,170.53,"4,3200","4,8",Silver,16
Kingston FURY Beast 32 GB,119.38,"5,6000","1,32",Black / Silver,36
Kingston FURY Beast RGB 16 GB,60.78,"5,5600","1,16",Black,40
ADATA XPG LANCER RGB 48 GB,223.58,"5,7200","2,24",Black,34
Corsair Vengeance RGB 64 GB,209.99,"5,6000","2,32",Black,40
Corsair Vengeance 32 GB,119.99,"5,6000","2,16",Black,36
G.Skill Trident Z 16 GB,135.53,"4,3200","2,8",Black / White,16
Corsair Vengeance RGB Pro SL 64 GB,269.99,"4,3600","2,32",Black,18
Corsair Vengeance RGB 48 GB,140.99,"5,5200","2,24",Black,38
G.Skill Trident X 16 GB,136.16,"3,2400","2,8",Black / Red,10
Crucial CT25664BA160B 2 GB,12.97,"3,1600","1,2",Green,11
Kingston Fury Renegade RGB 48 GB,386.61,"5,7200","2,24",Silver / Black,38
ADATA XPG LANCER RGB 32 GB,208.91,"5,5200","2,16",Black,38
Crucial CT2K8G48C40S5 16 GB,41.99,"5,4800","2,8",Black,40
Samsung M393B2G70DB0-YK0 16 GB,17.51,"3,1600","1,16",Black / Green,11
Mushkin Enhanced Redline Stiletto 16 GB,48.98,"4,4133","2,8",Black,19
TEAMGROUP Xtreem ARGB 48 GB,186.99,"5,7200","2,24",White,34
Corsair Vengeance RGB Pro SL 16 GB,83.99,"4,3200","2,8",White / Black,16
Corsair ValueSelect 16 GB,59.99,"4,2133","1,16",Black,15
Crucial Ballistix Sport 8 GB,59.71,"3,1600","1,8",Black / Silver,9
Corsair Dominator Platinum RGB 64 GB,351.99,"5,6200","4,16",Black,32
Corsair Vengeance RGB Pro SL 32 GB,123.88,"4,3600","4,8",Black,18
Samsung M391A2K43BB1-CPB 16 GB,43,"4,2133","1,16",Black / Green,15
Corsair Vengeance RGB 48 GB,167.19,"5,7000","2,24",Black,36
Patriot Viper Elite II 16 GB,44.99,"4,3600","2,8",Red / Black,20
Corsair Vengeance RGB Pro 16 GB,96.99,"4,3000","2,8",White,15
Corsair Dominator Titanium First Edition 32 GB,233.99,"5,7200","2,16",Black,34
Kingston FURY Beast 64 GB,439.32,"5,6400","2,32",White,32
Patriot Viper Steel 8 GB,24.98,"4,3000","1,8",Silver / Black,16
Kingston FURY Beast RGB 64 GB,193.69,"5,5200","2,32",Black,40
G.Skill Trident Z5 RGB 32 GB,329.99,"5,5600","2,16",Black,36
Crucial CT2K16G4SFRA32A 32 GB,99.99,"4,3200","2,16",Green,22
Silicon Power SU016GLSTU160N22AH 16 GB,16.95,"3,1600","2,8",Green,11
Corsair Vengeance 64 GB,160.99,"5,4800","2,32",Black / White,40
G.Skill Trident Z5 RGB 32 GB,175.85,"5,5600","2,16",White / Black,28
Crucial CT24G56C46S5 24 GB,53.99,"5,5600","1,24",Black,46
Corsair Vengeance RGB 32 GB,129.99,"5,6400","2,16",Black,38
G.Skill Trident Z 32 GB,589.52,"4,3200","2,16",Silver / White,14
Patriot Signature Line 16 GB,39.99,"4,2400","1,16",Green / Black,17
G.Skill Value 16 GB,36.33,"3,1600","2,8",Black,11
Patriot Viper Elite II 64 GB,164.99,"4,3600","2,32",Red / Black,20
Thermaltake TOUGHRAM XG RGB 16 GB,73.25,"4,4400","2,8",Black / Silver,19
G.Skill Trident Z5 RGB 32 GB,106.4,"5,5600","2,16",Black,36
G.Skill Flare X 16 GB,42.9,"4,2400","2,8",Black,15
Crucial CT2K8G4DFRA266 16 GB,41,"4,2666","2,8",Green,19
Mushkin 996573 4 GB,18.39,"3,1066","2,2",Green,7
PNY XLR8 16 GB,71.99,"4,2666","2,8",Black / Red,16
Crucial CT16G52C42U5 16 GB,59.75,"5,5200","1,16",Black,42
Kingston FURY Beast RGB 32 GB,257.83,"5,6400","1,32",White,32
G.Skill Flare X5 32 GB,114.99,"5,6400","2,16",Black,32
Kingston FURY Beast RGB 32 GB,149.99,"5,6400","2,16",Black,32
Kingston FURY Renegade Pro 128 GB,904.97,"5,6000","4,32",Black,32
Kingston HyperX Savage 16 GB,31.64,"4,2133","4,4",Black / White,13
Kingston FURY Beast RGB 32 GB,179.12,"5,6000","1,32",White,30
TEAMGROUP Elite 32 GB,65.98,"4,3200","1,32",Black,22
Kingston FURY Renegade 64 GB,289.76,"5,6400","2,32",Silver / Black,32
G.Skill Sniper 8 GB,35.17,"3,1600","2,4",Black / Red,9
Silicon Power XPOWER Pulse Gaming 16 GB,62.52,"5,6000","1,16",Black / White,30
Corsair Vengeance RGB RT 32 GB,89.99,"4,3200","2,16",Black,16
Thermaltake TOUGHRAM XG RGB 16 GB,67.2,"4,4400","2,8",White / Silver,19
TEAMGROUP Xtreem 48 GB,209.99,"5,7600","2,24",Black,36
TEAMGROUP T-Force Delta RGB 32 GB,102.99,"5,5600","2,16",Black,32
ADATA XPG CASTER RGB 32 GB,385.07,"5,6000","2,16",Black / Silver,40
G.Skill Ripjaws X 16 GB,57.25,"3,1600","4,4",Black / Red,9
Kingston HyperX Fury 64 GB,449,"4,3466","2,32",Black,17
G.Skill Trident Z5 RGB 32 GB,144.99,"5,7600","2,16",Silver / Black,36
TEAMGROUP Xtreem 32 GB,121.99,"5,7200","2,16",White,34
G.Skill Ripjaws S5 64 GB,159.99,"5,5600","2,32",White,36
TEAMGROUP T-Force Delta RGB 32 GB,131.47,"5,6200","2,16",White,38
Corsair Vengeance LPX 64 GB,161.87,"4,2400","2,32",Black / Yellow,16
G.Skill Trident Z 32 GB,249.99,"5,6000","2,16",Black,30
TEAMGROUP T-Create Expert 32 GB,89.99,"5,6400","2,16",Black,40
Corsair Vengeance RGB 32 GB,140.99,"5,6200","2,16",Black,36
TEAMGROUP Xtreem 32 GB,105.99,"5,6400","2,16",Black,32
Samsung M393A2G40DB0-CPB 16 GB,64.98,"4,2133","1,16",Black / Green,15
TEAMGROUP T-Force Delta RGB 32 GB,149.99,"5,7800","2,16",White / Silver,38
TEAMGROUP Elite 32 GB,76.99,"5,4800","1,32",Black,40
ADATA XPG SPECTRIX D35G RGB 16 GB,73.22,"4,3600","1,16",Black,18
Corsair Dominator Platinum RGB 16 GB,99.22,"4,3200","2,8",Black,16
Patriot Signature Line 4 GB,24.86,"4,2666","1,4",Green,19
Kingston FURY Renegade 64 GB,280,"5,6000","2,32",Silver / Black,32
Corsair Vengeance 8 GB,39.99,"3,1600","1,8",Black / Silver,10
Micron MT8JTF51264AZ-1G6E1 4 GB,11.99,"3,1600","1,4",Black / Green,11
Crucial CT16G4DFD8266 16 GB,47,"4,2666","1,16",Green / Black,19
Thermaltake TOUGHRAM XG RGB D5 32 GB,164.98,"5,5600","2,16",Black / Silver,36
Mushkin Proline 16 GB,44.75,"4,3200","1,16",,22
G.Skill Trident Z Royal 32 GB,162.78,"4,3600","2,16",Silver,16
Patriot Viper Venom RGB 32 GB,119.99,"5,6800","2,16",Black / White,40
Mushkin Redline Lumina 64 GB,281.02,"4,3200","2,32",Black,14
TEAMGROUP T-Force DELTAα RGB 32 GB,89.99,"5,5600","2,16",Black,40
G.Skill Trident Z5 RGB 32 GB,164.99,"5,8000","2,16",Silver / Black,38
